"day","time","junk1","junk2","Nflasks","quality","co2","date","days","cos12","sin12","cos6","sin6","timeRw2"
"1960-03-30"," 12:00",22005.5,1960.245,2,0,318.27,1960-03-30 12:00:00,-7215.5,0.0311743415887752,0.999513962096832,-0.998056320853013,0.0623183793543135,1
"1960-03-31"," 16:00",22006.67,1960.248,2,0,318.29,1960-03-31 16:00:00,-7214.33333333333,0.0111096701818719,0.999938285709898,-0.9997531504569,0.0222179691129267,1
"1960-04-23"," 10:30",22029.44,1960.31,3,4,NA,1960-04-23 10:30:00,-7191.5625,-0.3714809692573,0.928440568630894,-0.724003778959314,-0.689796004665606,2
"1960-04-24"," 08:00",22030.33,1960.312,3,0,319.33,1960-04-24 08:00:00,-7190.66666666667,-0.385744031235269,0.922605843449067,-0.702403084732728,-0.711779394586516,2
"1960-07-03"," 15:20",22100.64,1960.504,2,4,NA,1960-07-03 15:20:00,-7120.36111111111,-0.999399964608765,-0.0346368407912716,0.99760057852,0.0692321149219124,7
"1960-07-17"," 17:00",22114.71,1960.543,2,4,NA,1960-07-17 17:00:00,-7106.29166666667,-0.961969739570981,-0.273156036268174,0.85077155970052,0.525535682142273,8
"1960-08-01"," 15:05",22129.63,1960.584,2,4,NA,1960-08-01 15:05:00,-7091.37152777778,-0.861116388057338,-0.50840787387597,0.483042867561832,0.875596704023972,9
"1960-08-18"," 10:00",22146.42,1960.63,2,0,315.56,1960-08-18 10:00:00,-7074.58333333333,-0.680660484394594,-0.73259900694972,-0.0734026099674332,0.997302389874791,11
"1960-10-06"," 14:48",22195.62,1960.764,2,0,312.62,1960-10-06 14:48:00,-7025.38333333333,0.0975400988600407,-0.995231595717486,-0.980971858228747,-0.194149976469839,14
"1960-11-04"," 13:45",22224.57,1960.843,2,4,NA,1960-11-04 13:45:00,-6996.42708333333,0.561181951035244,-0.827692465733667,-0.370149635664554,-0.928972145555182,16
"1960-11-25"," 13:10",22245.55,1960.9,1,4,NA,1960-11-25 13:10:00,-6975.45138888889,0.81726332259014,-0.576264402465504,0.335838676902151,-0.941919520498759,18
"1960-12-01"," 10:50",22251.45,1960.917,2,0,316.29,1960-12-01 10:50:00,-6969.54861111111,0.871468208929232,-0.49045199645396,0.518913678348649,-0.854826645830998,18
"1960-12-20"," 15:45",22270.66,1960.969,2,4,NA,1960-12-20 15:45:00,-6950.34375,0.983440528900408,-0.181231140028654,0.934310547767829,-0.356460096406007,19
"1961-01-04"," 12:50",22285.53,1961.01,2,0,316.74,1961-01-04 12:50:00,-6935.46527777778,0.997284823870968,0.0736408859035047,0.989154039846694,0.146881875855957,21
"1961-01-17"," 14:00",22298.58,1961.045,2,0,317.85,1961-01-17 14:00:00,-6922.41666666667,0.955874120464182,0.293776557653646,0.827390668346349,0.561626817320347,21
"1961-02-02"," 13:50",22314.58,1961.089,2,4,NA,1961-02-02 13:50:00,-6906.42361111111,0.840118501302417,0.542402898009755,0.411598192461238,0.911365419556087,23
"1961-02-17"," 11:15",22329.47,1961.13,2,4,NA,1961-02-17 11:15:00,-6891.53125,0.675259854491338,0.737579913577056,-0.0880482578246734,0.996116210235553,24
"1961-03-01"," 15:23",22341.64,1961.163,2,0,317.69,1961-03-01 15:23:00,-6879.35902777778,0.507193502406801,0.861832205894119,-0.485509502232645,0.874231389988834,25
"1961-03-15"," 15:20",22355.64,1961.202,1,4,NA,1961-03-15 15:20:00,-6865.36111111111,0.287032109823321,0.957920961212549,-0.835225135860746,0.549908149081643,26
"1961-04-04"," 11:10",22375.47,1961.256,2,4,NA,1961-04-04 11:10:00,-6845.53472222222,-0.0499140642741459,0.998753516232927,-0.995017172375273,-0.099703694406559,27
"1961-04-15"," 10:10",22386.42,1961.286,2,4,NA,1961-04-15 10:10:00,-6834.57638888889,-0.236191625567503,0.971706496845514,-0.888427032023561,-0.459017874128891,28
"1961-05-15"," 14:47",22416.62,1961.369,2,4,NA,1961-05-15 14:47:00,-6804.38402777778,-0.687344388555305,0.726331667712164,-0.0551153830430673,-0.998479992063945,30
"1961-06-01"," 14:20",22433.6,1961.415,2,0,318.75,1961-06-01 14:20:00,-6787.40277777778,-0.867395937771965,0.497618616147641,0.504751425726614,-0.863264732412341,31
"1961-06-15"," 13:53",22447.58,1961.454,2,0,319.36,1961-06-15 13:53:00,-6773.42152777778,-0.96096148328405,0.276682178039205,0.846893944710964,-0.531761832413631,32
"1961-07-01"," 14:02",22463.58,1961.497,2,0,319.5,1961-07-01 14:02:00,-6757.41527777778,-0.999987532597838,0.00499346061243427,0.999950130702224,-0.00998679671390527,33
"1961-07-15"," 12:48",22477.53,1961.536,2,0,319.18,1961-07-15 12:48:00,-6743.46666666667,-0.972524483298642,-0.232800621529903,0.891607741230581,0.452808608329944,34
"1961-08-01"," 15:15",22494.64,1961.583,2,0,316.41,1961-08-01 15:15:00,-6726.36458333333,-0.863234581747558,-0.504802988179665,0.490347886249763,0.87152679273238,35
"1961-08-15"," 14:40",22508.61,1961.621,2,4,NA,1961-08-15 14:40:00,-6712.38888888889,-0.718210258513237,-0.695826145359852,0.0316519508673014,0.999498951478336,36
"1961-09-01"," 11:30",22525.48,1961.667,2,0,316.39,1961-09-01 11:30:00,-6695.52083333333,-0.489098018399907,-0.872228828001737,-0.521566256794569,0.853210782733846,38
"1961-09-16"," 10:05",22540.42,1961.708,2,0,315.35,1961-09-16 10:05:00,-6680.57986111111,-0.251310920168258,-0.967906411490379,-0.873685642808366,0.486490901816808,39
"1961-10-02"," 12:00",22556.5,1961.752,2,0,315.31,1961-10-02 12:00:00,-6664.5,0.022576263041559,-0.999745123692573,-0.998980624694157,-0.0451410177739989,40
"1961-10-15"," 10:50",22569.45,1961.788,2,0,314.24,1961-10-15 10:50:00,-6651.54861111111,0.242918617541399,-0.970046671687386,-0.881981090503551,-0.471284792873871,41
"1961-11-03"," 10:50",22588.45,1961.84,2,0,315.83,1961-11-03 10:50:00,-6632.54861111111,0.541499330029888,-0.840701180906261,-0.413556951154365,-0.910478252432153,42
"1961-11-15"," 14:25",22600.6,1961.873,2,0,315.96,1961-11-15 14:25:00,-6620.39930555556,0.704144093241231,-0.710057107529729,-0.00836219190696931,-0.999965036262024,43
"1961-12-05"," 14:55",22620.62,1961.928,2,0,317.8,1961-12-05 14:55:00,-6600.37847222222,0.902536420602526,-0.430613526826527,0.62914398102804,-0.777288782330087,44
"1961-12-15"," 14:35",22630.61,1961.955,2,5,NA,1961-12-15 14:35:00,-6590.39236111111,0.962861915103142,-0.269994319280815,0.854206135112179,-0.519934494659389,45
"1962-01-01"," 11:47",22647.49,1962.001,2,0,317.53,1962-01-01 11:47:00,-6573.50902777778,0.999854701297363,0.0170462985296304,0.999418847412877,0.0340876434491385,46
"1962-01-15"," 14:22",22661.6,1962.04,2,5,NA,1962-01-15 14:22:00,-6559.40138888889,0.966458659260421,0.256822234124208,0.868084680118901,0.496416144119897,47
"1962-02-01"," 12:15",22678.51,1962.086,2,4,NA,1962-02-01 12:15:00,-6542.48958333333,0.852181060899384,0.523247015705203,0.452425121111198,0.891802393912193,49
"1962-02-15"," 14:15",22692.59,1962.125,2,0,318.35,1962-02-15 14:15:00,-6528.40625,0.701765077329469,0.712408433583408,-0.0150515524815293,0.999886718967652,50
"1962-03-01"," 12:35",22706.52,1962.163,2,0,319.54,1962-03-01 12:35:00,-6514.47569444444,0.512619431373804,0.858615931938139,-0.474442637155997,0.880286421597234,51
"1962-03-15"," 14:35",22720.61,1962.202,2,0,320.09,1962-03-15 14:35:00,-6500.39236111111,0.291663327993754,0.956521041641849,-0.829865006207216,0.557964220602627,52
"1962-04-01"," 15:20",22737.64,1962.248,2,4,NA,1962-04-01 15:20:00,-6483.36111111111,0.00298652747682889,0.999995540316871,-0.99998216130726,0.00597302831572537,53
"1962-04-16"," 15:25",22752.64,1962.289,2,0,320.32,1962-04-16 15:25:00,-6468.35763888889,-0.25235142073671,0.967635654806169,-0.872637520904328,-0.488368464491667,54
"1962-05-01"," 10:50",22767.45,1962.33,2,0,321.24,1962-05-01 10:50:00,-6453.54861111111,-0.488055693958669,0.872812488220993,-0.523603279189043,-0.85196220926898,55
"1962-05-15"," 14:05",22781.59,1962.369,2,0,321.73,1962-05-15 14:05:00,-6439.41319444444,-0.683848382003648,0.729624143262127,-0.0647027808619851,-0.997904579681207,56
"1962-06-01"," 18:35",22798.77,1962.416,2,0,320.87,1962-06-01 18:35:00,-6422.22569444444,-0.866771070935826,0.498706236765454,0.502584178822477,-0.864528277847137,57
"1962-06-15"," 14:20",22812.6,1962.454,2,0,319.75,1962-06-15 14:20:00,-6408.40277777778,-0.959853224158881,0.280502741647565,0.842636423856399,-0.538482921911641,58
"1962-07-01"," 16:15",22828.68,1962.498,2,0,319,1962-07-01 16:15:00,-6392.32291666667,-0.999970314690024,0.00770517610012339,0.999881260522532,-0.0154098947391649,59
"1962-07-16"," 11:05",22843.46,1962.538,2,0,317.79,1962-07-16 11:05:00,-6377.53819444444,-0.969741205276792,-0.244135197766147,0.880796010423369,0.473495921864462,60
"1962-08-01"," 11:31",22859.48,1962.582,2,5,NA,1962-08-01 11:31:00,-6361.52013888889,-0.866735323059071,-0.498768362831574,0.502460240476623,0.864600316180936,61
